clusters,coefficient
82,0.0226296551181
452,0.274915436391
186,0.0479600760931
7,0.00804273157223
349,0.170988645156
709,0.587808499211
845,0.766522021468
888,0.829842699322
235,0.0696160965425
26,0.0191319765812
602,0.46131281895
981,0.972102575464
841,0.763188075421
183,0.0482887368527
231,0.0663760798633
649,0.519635424215
314,0.137809849562
142,0.0319152516868
103,0.0270740815306
133,0.0331804477272
490,0.316900377101
400,0.220038232348
438,0.274746363748
812,0.719668179036
685,0.559618464521
196,0.0479914513197
194,0.0497361514166
118,0.0293413106234
715,0.586522621766
887,0.833559274147
344,0.154832709015
101,0.0257906017394
293,0.111457544173
886,0.830531229422
166,0.0352150240183
214,0.064227820118
167,0.0413103523051
249,0.083935138416
99,0.0277926825701
666,0.531748384905
820,0.733167906605
198,0.0488983309745
114,0.0289453115347
646,0.505097533611
488,0.309085383808
911,0.870244948623
190,0.0510110937987
457,0.290398438485
864,0.798160417692
604,0.462399182175
126,0.0302496381901
193,0.0499369803967
11,0.0127162199549
610,0.470443269559
345,0.164648189585
956,0.933269256762
265,0.086807775291
885,0.831353429422
824,0.73642461554
302,0.122865976615
86,0.0259844639109
241,0.0765020472602
781,0.67600109547
759,0.654599325252
838,0.759374490656
955,0.930938498069
857,0.788546471359
210,0.0580917773168
444,0.27266858875
258,0.0928128818896
693,0.571429665105
69,0.0229690483784
564,0.409494502378
135,0.0334882728464
134,0.0339122634596
172,0.0440791839519
178,0.0434646494624
669,0.529103065227
862,0.793954782742
218,0.0566649031319
578,0.429151358332
664,0.5330664815
876,0.80898213545
431,0.251606774682
428,0.267199402704
741,0.628762519376
144,0.0342887083184
291,0.111460585526
281,0.103003061456
993,0.989867329599
489,0.323371192138
636,0.490824339998
879,0.81792679508
485,0.325862073293
863,0.792977755467
529,0.359325168889
140,0.0325468416967
779,0.682019584976
211,0.0570196430244
287,0.111147371134
251,0.0785997158794
814,0.725387014707
842,0.76046899047
106,0.0279294086453
202,0.0499340168099
74,0.0229781993889
147,0.036887160917
197,0.04747335916
918,0.876979048439
505,0.339389910133
79,0.0256196254312
71,0.02357781864
14,0.014526508903
994,0.991766244027
506,0.338338509899
807,0.713993985382
865,0.800689448932
670,0.536786606328
945,0.917368132624
482,0.315082320865
881,0.822763847257
42,0.020579492516
21,0.0172571349016
784,0.684717227192
757,0.648018150986
690,0.56434544826
639,0.503244806204
501,0.346930776029
584,0.435015604556
387,0.200168500233
920,0.880866202624
570,0.414402974219
239,0.0796934252977
936,0.906256807754
92,0.027365281581
940,0.909736478392
206,0.058511247115
744,0.626064492175
315,0.122451140135
875,0.811256991605
831,0.752447274973
33,0.0195193583813
330,0.145301647706
735,0.6138296294
83,0.0233064405035
462,0.299632594492
713,0.584953064167
992,0.988039859404
687,0.550284635968
139,0.0329699334017
822,0.736965270341
931,0.898926476268
447,0.277227927791
2,0.00567867391949
676,0.542837198401
174,0.040168866993
944,0.914453633959
80,0.0256527617361
451,0.28043723326
307,0.123941963096
799,0.707942683751
58,0.0213628702146
626,0.48409808947
30,0.0206151023468
104,0.0331264483459
429,0.246546594717
455,0.288429986948
916,0.874914929377
660,0.540383746602
846,0.768123108948
663,0.523987487125
100,0.0264916239103
483,0.319852202214
767,0.661144047409
630,0.493866328368
305,0.119350386143
182,0.0475122791888
804,0.707889323299
486,0.3169165423
813,0.725034559994
240,0.0794003571183
51,0.0224247095685
343,0.154079664749
701,0.573863797831
603,0.468033035659
430,0.25199004366
518,0.352914288311
257,0.089078135889
550,0.39330554886
385,0.188718245616
778,0.677777448161
747,0.635448681282
926,0.890281744204
226,0.069605987178
323,0.134416022823
109,0.027296176752
748,0.638736430472
160,0.0389835086221
766,0.662246486057
477,0.31321568617
932,0.899798632957
8,0.0104887739886
555,0.400277805523
844,0.769452709778
500,0.34252919396
88,0.0265930673441
386,0.202987575078
533,0.38556938603
849,0.776456498904
590,0.439881194261
284,0.0967357495385
572,0.420911020234
479,0.313843223027
523,0.364869355456
466,0.29777257652
255,0.0787431526741
420,0.246357215888
706,0.579649505218
119,0.0312909754215
286,0.105826767925
95,0.0268601768025
377,0.196661205857
268,0.0917930316458
786,0.687116180862
652,0.515514199306
897,0.843983097858
215,0.0492046550858
808,0.714291715379
889,0.834663749876
304,0.122827957957
97,0.0278402029497
72,0.0214985520075
398,0.217636227008
44,0.0224328817798
546,0.390103479868
113,0.0293728146048
716,0.591950666814
675,0.540330754275
460,0.28814778061
541,0.389022898718
189,0.05121820395
